gene_name,avg_expression
gene_0083,6.2855637322125695
gene_0084,9.561385715608791
gene_0085,5.38373251011699
gene_0086,5.516441172600672
gene_0087,4.101278200919511
gene_0088,3.320311261070416
gene_0089,6.68067163308849
gene_0090,3.307832348182265
gene_0091,5.163132474438784
gene_0092,4.064685106469766
gene_0093,5.9779596514927835
gene_0094,5.687324210573896
gene_0095,7.095079888515798
gene_0096,3.999967202290505
gene_0097,4.480250129413257
gene_0098,3.0624725684353846
gene_0099,4.131413479847777
gene_0100,5.774600986089704
gene_0101,6.533977233290703
gene_0102,3.175669351644749
gene_0103,6.75921184021132
gene_0104,7.731275717609901
gene_0105,5.846869806447401
gene_0106,8.773591625116131
gene_0107,3.4724216017928535
gene_0108,2.5306905933771655
gene_0109,1.4625595021914424
gene_0110,8.012088622978366
gene_0111,6.328731312708115
gene_0112,4.908830658179089
gene_0113,5.57993725263964
gene_0114,2.7690219054032466
gene_0115,9.911503959233652
gene_0116,5.278442363950455
gene_0117,5.2387895892097855
gene_0118,6.471533247797384
gene_0119,5.982018463473426
gene_0120,5.467768048558263
gene_0121,3.439051089109376
gene_0122,5.962936714271991
gene_0123,8.784048992950067
gene_0124,7.7108400923099545
gene_0125,8.206373253278795
gene_0126,3.997568647137629
gene_0127,3.0407903594828376
gene_0128,4.768426159800703
gene_0129,5.1314498245773885
gene_0130,7.208383036941896
gene_0131,1.6350707405703608
gene_0132,8.079100638921227
gene_0133,4.703984202842021
gene_0134,4.166237860105159
gene_0135,2.995791249479664
gene_0136,1.71028665626846
gene_0137,6.666341167923829
gene_0138,5.166635934376807
gene_0139,2.440078200517892
gene_0140,2.4298424558727674
gene_0141,4.348430601419743
gene_0142,8.358043050578786
gene_0143,4.50081729727279
gene_0144,2.013714093763787
gene_0145,4.528513871828111
gene_0146,4.474552860504659
gene_0147,-0.37377328588314374
gene_0148,4.911410266964375
gene_0149,4.558130939582644
gene_0150,6.412412729626836
gene_0151,8.71791218989069
gene_0152,7.273130059095514
gene_0153,4.482222618890338
gene_0154,2.8069481825166593
gene_0155,10.16671960649972
gene_0156,5.138436868028976
gene_0157,5.047858583825892
gene_0158,4.971749825779993
gene_0159,5.416169521535711
gene_0160,4.731279176152114
gene_0161,3.872675986239527
gene_0162,3.9262821175192153
gene_0163,4.954493459568003
gene_0164,3.9331504577324696
gene_0165,3.594308434645671
gene_0166,5.232860455383793
gene_0167,4.510045565158289
gene_0168,8.027985977165375
gene_0169,-0.2819396167860244
gene_0170,7.203013703844923
gene_0171,7.512170384995258
gene_0172,0.8732195351837007
gene_0173,4.334624811839302
gene_0174,4.277118268008417
gene_0175,2.204976610564357
gene_0176,3.4643666248182488
gene_0177,2.798848309068342
gene_0178,8.524540886847245
gene_0179,6.891356786294922
gene_0180,7.563110189988317
gene_0181,6.46334412808647
gene_0182,2.7618964575655416
gene_0183,3.9709594674404523
gene_0184,5.998749122455836
gene_0185,2.575744382216109
gene_0186,6.445996860344776
gene_0187,4.53934920368373
gene_0188,4.270358384900805
gene_0189,6.441919936406983
gene_0190,5.908526622972079
gene_0191,4.29806766836184
gene_0192,7.338659606728496
gene_0193,2.857873344800205
gene_0194,6.251871213888527
gene_0195,6.206202515936767
gene_0196,4.400907121372019
gene_0197,5.672266044484235
gene_0198,2.517772847229393
gene_0199,6.868054038413802
gene_0200,4.6501957271140215
gene_0201,3.9745539589619208
gene_0202,7.118018451673779
gene_0203,3.6113126189144813
gene_0204,2.2030774072728803
gene_0205,1.9067416529521921
gene_0206,6.232019902691279
gene_0207,2.4591412950074334
gene_0208,8.52958836396873
gene_0209,0.8561411842325555
gene_0210,8.412912736580076
gene_0211,5.442034934405236
gene_0212,4.826573776259215
gene_0213,3.9301618263821005
gene_0214,5.818272228704141
gene_0215,4.944730595150303
gene_0216,7.226603764033044
gene_0217,5.248455297324079
gene_0218,5.320603522923755
gene_0219,4.292775575572287
gene_0220,4.906108752557865
gene_0221,5.635603537784118
gene_0222,1.5996632146867489
gene_0223,2.3236291557885735
gene_0224,6.506528188045429
gene_0225,5.3617308762558835
gene_0226,4.6520333272946415
gene_0227,5.056867866130786
gene_0228,5.715163410723342
gene_0229,3.940480639381277
gene_0230,3.463390549195374
gene_0231,5.4116905101953625
gene_0232,3.0632544447699352
gene_0233,5.8365055114289435
gene_0234,1.6148327915243188
gene_0235,7.078311274651287
gene_0236,5.965194964826086
gene_0237,5.532059468627751
gene_0238,6.985381967891027
gene_0239,8.350948888925153
gene_0240,7.04874013003626
gene_0241,1.338251537336709
gene_0242,2.4608460665285965
gene_0243,3.770362844608642
gene_0244,5.072182100421667
gene_0245,6.055318040938245
gene_0246,3.5685123736930686
gene_0247,5.393533528954157
gene_0248,3.5092341352933545
gene_0249,3.7969643940161033
gene_0250,2.206677806303555
gene_0251,3.173533507778191
gene_0252,2.3166307887673323
gene_0253,3.068253494045334
gene_0254,7.127283593215679
gene_0255,3.1212022223361133
gene_0256,10.28476412967478
gene_0257,6.006635801761778
gene_0258,5.389672247389747
gene_0259,3.303284439637573
gene_0260,6.420619758817982
gene_0261,3.8687243475244517
gene_0262,5.264019629290723
gene_0263,10.140169076537589
gene_0264,4.8278802005507
gene_0265,7.318546652571351
gene_0266,3.6136471497482248
gene_0267,4.9500230190060766
gene_0268,8.56160127127102
gene_0269,3.7660658844244645
gene_0270,8.644897115993857
gene_0271,6.43550387091095
gene_0272,3.8950664482114643
gene_0273,6.2848154781110415
gene_0274,6.965108899253459
gene_0275,6.263619924434392
gene_0276,1.8795505602190867
gene_0277,3.5657256483502624
gene_0278,4.52496272889699
gene_0279,4.871133141799907
gene_0280,6.261344195101356
gene_0281,5.375402001866507
gene_0282,2.349311282579797
gene_0283,5.780395702011926
gene_0284,6.241171490567646
gene_0285,6.139580895862079
gene_0286,7.181561451109243
gene_0287,6.687844309097808
gene_0288,5.938360158456873
gene_0289,4.879668577082706
gene_0290,1.6980781329680177
gene_0291,5.879236438265171
gene_0292,5.435375374326222
gene_0293,5.563157674390746
gene_0294,2.4665028483593803
gene_0295,2.857886919183475
gene_0296,7.126305706665807
gene_0297,4.94088969228669
gene_0298,6.383001394745248
gene_0299,5.076636752260918
gene_0300,5.079512278991486
gene_0301,6.896567611951995
gene_0302,3.9879105435652518
gene_0303,5.212241553881967
gene_0304,4.095449422589914
gene_0305,4.151007545135369
gene_0306,4.4016557530627205
gene_0307,5.464267543267425
gene_0308,4.062502756673045
gene_0309,7.531512251147041
gene_0310,3.230785395560992
gene_0311,4.646256711677282
gene_0312,4.14053788345165
gene_0313,7.913955768707465
gene_0314,5.413109553023149
gene_0315,7.083689078937269
gene_0316,2.0488792539260556
gene_0317,5.554100531738517
gene_0318,6.799261591246873
gene_0319,5.184567978550848
gene_0320,7.150960750130702
gene_0321,3.985423099799255
gene_0322,7.838694880371159
gene_0323,9.6177962472385
gene_0324,4.294322879120681
gene_0325,4.128994957198456
gene_0326,7.926768954235401
gene_0327,8.179144291461425
gene_0328,3.974279945693463
gene_0329,4.179626365808285
gene_0330,4.456430782278985
gene_0331,2.3310989779314455
gene_0332,3.182696107031603
gene_0333,3.011718466495864
gene_0334,3.4844048697917427
gene_0335,4.950630225226437
gene_0336,5.48842946507304
gene_0337,8.121000985628154
gene_0338,3.0232919185224176
gene_0339,6.988644796953167
gene_0340,4.592022311548981
gene_0341,4.921072580695133
gene_0342,6.369638984333207
gene_0343,2.7745559568754024
gene_0344,5.784819492368101
gene_0345,5.352904416426112
gene_0346,6.004902528016297
gene_0347,5.598337287815636
gene_0348,9.930600279821789
gene_0349,3.744520031497368
gene_0350,3.9580060899963643
gene_0351,3.7737189471504706
gene_0352,3.90904576167949
gene_0353,3.745225745386964
gene_0354,7.398033062215103
gene_0355,7.861008495979709
gene_0356,3.878507412501047
gene_0357,3.355288853791542
gene_0358,5.9628311127728075
gene_0359,3.9155539114380566
gene_0360,6.285863635511022
gene_0361,5.425846041702599
gene_0362,1.9885117700055357
gene_0363,8.115010402660122
gene_0364,8.611755346191043
gene_0365,3.7944226190312276
gene_0366,4.244596880128031
gene_0367,5.59173078144981
gene_0368,5.68891357997405
gene_0369,6.337088545345661
gene_0370,9.040409077532699
gene_0371,4.6661055450119004
gene_0372,3.423405510923092
gene_0373,2.261361543970945
gene_0374,3.5581399201161616
gene_0375,4.953746054252405
gene_0376,8.609115727035576
gene_0377,3.9847774019276567
gene_0378,5.467575903277797
gene_0379,4.987154207854496
gene_0380,7.396786546896168
gene_0381,10.073864851747242
gene_0382,3.9582624541593585
gene_0383,4.0411211149635555
gene_0384,7.108321754138144
gene_0385,6.383782979252622
gene_0386,8.713414651472068
gene_0387,6.187856370651927
gene_0388,4.30141581842588
gene_0389,6.201309661384618
gene_0390,7.237407161165815
gene_0391,6.660964362394728
gene_0392,6.034548062214595
gene_0393,7.153349379178307
gene_0394,7.358591180891345
gene_0395,7.784317982075054
gene_0396,6.317419775179285
gene_0397,4.685763839366291
gene_0398,5.313427372866645
gene_0399,7.433017933016713
gene_0400,3.3861286580255276
gene_0401,5.757346617745802
gene_0402,4.233322375345278
gene_0403,5.077489645869634
gene_0404,7.576903725214597
gene_0405,5.402198136039806
gene_0406,5.112873096312297
gene_0407,2.300287718040161
gene_0408,6.512507132054441
gene_0409,6.31096836228215
gene_0410,9.34650944661092
gene_0411,4.404443530093999
gene_0412,5.458300655327877
gene_0413,5.5187673674215105
gene_0414,8.17490655952695
gene_0415,4.829408935226096
gene_0416,5.5780430515406785
gene_0417,6.235793019433078
gene_0418,5.393218246312716
gene_0419,4.127132770898943
gene_0420,5.408179985796615
gene_0421,7.167263499719544
gene_0422,2.966969401177879
gene_0423,5.285939348293752
gene_0424,3.6197583701216534
gene_0425,7.4100932578496845
gene_0426,1.9736261904324501
gene_0427,3.902156305456823
gene_0428,5.774423750129041
gene_0429,8.15104805846868
gene_0430,4.888499477854024
gene_0431,3.909600946613603
gene_0432,8.78231413888118
gene_0433,2.1239721991675116
gene_0434,0.6223880867598357
gene_0435,5.900028900106665
gene_0436,4.015891551294777
gene_0437,2.977534365738573
gene_0438,6.436712894598706
gene_0439,5.507601427542397
gene_0440,3.8918427385265426
gene_0441,2.4593912026582108
gene_0442,6.764914656560289
gene_0443,6.320402355917322
gene_0444,4.821648272441234
gene_0445,8.713273992095331
gene_0446,2.8798304673476944
gene_0447,1.968949658150522
gene_0448,3.6361838602375105
gene_0449,4.928827967289004
gene_0450,5.506678898645383
gene_0451,4.53752788428734
gene_0452,5.7241107930285935
gene_0453,2.516921151619111
gene_0454,7.907529208146519
gene_0455,4.855697643214862
gene_0456,7.254591663176255
gene_0457,5.705450692755408
gene_0458,5.9335064383075675
gene_0459,6.159534560464407
gene_0460,5.915417120034629
gene_0461,6.305445519735088
gene_0462,7.678305060264862
gene_0463,5.413042339402939
gene_0464,6.438007515177024
gene_0465,4.840528611425546
gene_0466,7.900234430898945
gene_0467,3.66721539588146
gene_0468,8.62188086582163
gene_0469,4.939684098711313
gene_0470,2.1584497957639033
gene_0471,5.276208829821578
gene_0472,3.657896685050238
gene_0473,6.701287097977448
gene_0474,3.7147520413952173
gene_0475,4.12763313357044
gene_0476,1.2409185381089376
gene_0477,4.115387361501846
gene_0478,0.17224134674208624
gene_0479,1.852194353028553
gene_0480,6.5408293122885945
gene_0481,6.591600317301664
gene_0482,5.8709151235699295
gene_0483,3.0860477137415736
gene_0484,4.92457728771604
gene_0485,5.0127949218188625
gene_0486,2.703270621614915
gene_0487,8.0267966035343
gene_0488,6.774724581151342
gene_0489,4.578071652340672
gene_0490,5.073771677989061
gene_0491,5.436765615895105
gene_0492,0.9365302631514183
gene_0493,4.525645234958806
gene_0494,3.6560315040044022
gene_0495,3.0167599802101686
gene_0496,4.45779941422809
gene_0497,8.615373053699045
gene_0498,6.301685722534019
gene_0499,3.877642020434406
gene_0500,6.165165562712317
