gene_name,avg_expression
gene_0157,8.731549022289514
gene_0158,5.947665841823575
gene_0159,2.617393005594703
gene_0160,6.313107217267659
gene_0161,3.050636659545357
gene_0162,6.574169207484904
gene_0163,7.317191158014808
gene_0164,3.358635363296579
gene_0165,6.926752258488643
gene_0166,5.825561853872997
gene_0167,6.64412031998898
gene_0168,8.793585965307894
gene_0169,4.509223767994259
gene_0170,3.492527671285021
gene_0171,3.2209711407489534
gene_0172,3.3683794300691234
gene_0173,4.845796581171792
gene_0174,5.682303949633287
gene_0175,5.553381598660038
gene_0176,6.654366498072047
gene_0177,5.026003783755814
gene_0178,7.907068154314634
gene_0179,4.470686333524088
gene_0180,10.440338333179238
gene_0181,6.251334695530012
gene_0182,3.285684887167435
gene_0183,2.8582150038777754
gene_0184,5.96494483048637
gene_0185,4.553074429348298
gene_0186,6.428000988184184
gene_0187,5.94647524914709
gene_0188,4.854342174686255
gene_0189,3.30641256386319
gene_0190,1.9703055506282707
gene_0191,4.106970095865957
gene_0192,6.712797588646945
gene_0193,5.4281874882604075
gene_0194,2.508522442576024
gene_0195,5.346361851702364
gene_0196,5.770634759457674
gene_0197,3.2322851275977342
gene_0198,5.307450211891056
gene_0199,5.116417436892
gene_0200,2.714059404338754
gene_0201,5.715574720696567
gene_0202,6.121569052736469
gene_0203,7.166102486350554
gene_0204,7.1076041040698055
gene_0205,2.244661264085818
gene_0206,3.124349920169754
gene_0207,6.0300705344173195
gene_0208,6.027571901824418
gene_0209,6.030095372612095
gene_0210,12.705462981309442
gene_0211,6.141781021386334
gene_0212,7.271131280361198
gene_0213,6.908003526986405
gene_0214,6.302782502611596
gene_0215,4.369461510719309
gene_0216,6.517938440986534
gene_0217,3.4543495709248564
gene_0218,4.526362786519982
gene_0219,4.029272904341793
gene_0220,5.163748278772645
gene_0221,9.629317133347017
gene_0222,1.2654696148165034
gene_0223,6.372520380749027
gene_0224,1.7745682576206963
gene_0225,4.056136268421133
gene_0226,7.177901193934733
gene_0227,5.128560038190925
gene_0228,2.8445104441413878
gene_0229,3.5693925814800638
gene_0230,6.359195497869352
gene_0231,3.5392667365657267
gene_0232,5.43291717916395
gene_0233,5.091143679807628
gene_0234,3.6967993047883665
gene_0235,9.28788817865065
gene_0236,6.267838044636022
gene_0237,0.9497148266847857
gene_0238,5.3729086295388555
gene_0239,3.676427070463224
gene_0240,6.704866669592448
gene_0241,3.4149585231345987
gene_0242,4.770527117066202
gene_0243,6.0099745579609145
gene_0244,6.731510388340243
gene_0245,2.5994071858884475
gene_0246,4.330997528318103
gene_0247,4.050109377678088
gene_0248,3.693341534852576
gene_0249,8.530908480562193
gene_0250,5.809963421921911
gene_0251,2.4782320913299096
gene_0252,6.835723894109552
gene_0253,9.244312394025266
gene_0254,7.064930521102294
gene_0255,1.9612600680919732
gene_0256,4.031531854267497
gene_0257,7.533822298373245
gene_0258,3.5846610687624385
gene_0259,5.887638856292456
gene_0260,6.5492681068586736
gene_0261,3.1461390568438343
gene_0262,4.8809492878764
gene_0263,-1.4825346801381452
gene_0264,2.9512247173314203
gene_0265,4.494863697213679
gene_0266,2.504433636070301
gene_0267,8.26482260786327
gene_0268,2.1397172440787346
gene_0269,4.119911026606032
gene_0270,5.2614811545721825
gene_0271,7.8825465781322315
gene_0272,2.1282756976411212
gene_0273,7.326327504309919
gene_0274,5.020466122039174
gene_0275,3.036982697904098
gene_0276,5.924206948526542
gene_0277,5.39811939114694
gene_0278,3.799566245682411
gene_0279,5.139604169980037
gene_0280,4.22937280627648
gene_0281,5.227034690502496
gene_0282,6.324261349042093
gene_0283,8.172033632290704
gene_0284,2.524369002346302
gene_0285,9.266066749312532
gene_0286,1.0958244009549962
gene_0287,4.6964298099288335
gene_0288,6.176634412969152
gene_0289,5.561983735470065
gene_0290,3.754600960358812
gene_0291,4.5837554992854495
gene_0292,4.013998130682333
gene_0293,3.8212704861115765
gene_0294,6.69920419404205
gene_0295,5.714030971930095
gene_0296,3.6141808094786914
gene_0297,6.799199750866501
gene_0298,5.614599041753219
gene_0299,6.62572423767792
gene_0300,6.259257683847224
gene_0301,3.342009978155855
gene_0302,3.8796379196060604
gene_0303,6.494587210246523
gene_0304,6.22074053086693
gene_0305,4.958196812071704
gene_0306,5.234654766617564
gene_0307,7.55532979157685
gene_0308,3.8168572223283403
gene_0309,6.094194762340075
gene_0310,4.595614695132212
gene_0311,4.56463759354556
gene_0312,7.19755370397438
gene_0313,6.6508326979760595
gene_0314,6.627019272001277
gene_0315,7.610957614308658
gene_0316,5.042007683265518
gene_0317,6.363905942589928
gene_0318,4.379466486813088
gene_0319,5.648332704976884
gene_0320,4.739713891264631
gene_0321,5.193991929985437
gene_0322,6.190314050873827
gene_0323,3.3635586335330547
gene_0324,9.184774551370921
gene_0325,2.987965237000596
gene_0326,2.5716227744245357
gene_0327,7.316221747000135
gene_0328,6.583325387925871
gene_0329,6.24823963410431
gene_0330,6.25669101852856
gene_0331,4.975506454306171
gene_0332,3.2054912570283367
gene_0333,5.151609116387453
gene_0334,3.6456765769757764
gene_0335,6.9502394668355025
gene_0336,4.705885236995723
gene_0337,3.349005606414977
gene_0338,4.357228316694013
gene_0339,5.825862908551249
gene_0340,3.87255089439205
gene_0341,3.3555592088671373
gene_0342,5.487374422983825
gene_0343,5.4899331422174455
gene_0344,3.9861136492577405
gene_0345,4.057923388763355
gene_0346,5.464099874715273
gene_0347,2.1038313170053518
gene_0348,2.1850724512468895
gene_0349,3.563111557495128
gene_0350,4.573105696576306
gene_0351,5.621815131196009
gene_0352,7.950712433899104
gene_0353,6.7153192464040385
gene_0354,4.680122940073145
gene_0355,4.961967584194622
gene_0356,2.9949412707243823
gene_0357,4.96297372801522
gene_0358,4.422682722159724
gene_0359,5.645437120676179
gene_0360,3.345538112895354
gene_0361,6.038693028482345
gene_0362,8.065477826005155
gene_0363,4.782479703086285
gene_0364,5.8034234441978825
gene_0365,6.380287983422225
gene_0366,4.197559056228328
gene_0367,5.448184963620833
gene_0368,5.02518480156359
gene_0369,5.195352197097663
gene_0370,3.4539804322890673
gene_0371,5.049020348517885
gene_0372,5.995996582490899
gene_0373,7.902287215590084
gene_0374,6.918541652170414
gene_0375,9.306364915023114
gene_0376,3.465304874223901
gene_0377,6.744641273441356
gene_0378,5.366684011476703
gene_0379,9.379605866435345
gene_0380,3.383403429289697
gene_0381,3.3205563156384477
gene_0382,3.8012147091119557
gene_0383,0.7522085513803862
gene_0384,3.948489956638478
gene_0385,3.481734676892604
gene_0386,5.300787572952415
gene_0387,5.683511951554319
gene_0388,8.752341678431772
gene_0389,6.9008476763721
gene_0390,3.8461926886751936
gene_0391,3.203170657303284
gene_0392,5.983838343013011
gene_0393,2.3595335859587157
gene_0394,8.662917531708707
gene_0395,7.358880241442574
gene_0396,4.06164869579059
gene_0397,1.5737309418182441
gene_0398,7.707744748330827
gene_0399,4.770920309494764
gene_0400,7.4756326239469235
gene_0401,1.8111446824112658
gene_0402,3.8012499540924543
gene_0403,5.010487399436366
gene_0404,5.093961187529484
gene_0405,4.099869057041513
gene_0406,6.2456998646949975
gene_0407,2.8647591412348112
gene_0408,4.715241029957413
gene_0409,5.240591263423798
gene_0410,6.028877668117498
gene_0411,6.423229756177779
gene_0412,2.750715816324262
gene_0413,1.9317716585287554
gene_0414,7.555353643797018
gene_0415,5.6646280239591835
gene_0416,3.5030269268868928
gene_0417,8.102303951045046
gene_0418,5.231349268585717
gene_0419,7.358594368127653
gene_0420,5.135036962820218
gene_0421,9.121495849763974
gene_0422,8.510681684886409
gene_0423,4.502071703041853
gene_0424,6.943141901908711
gene_0425,6.290751899170295
gene_0426,7.737263115064698
gene_0427,3.070153078839791
gene_0428,6.372102919996879
gene_0429,7.116848973699176
gene_0430,1.4825210271537714
gene_0431,2.63348297466845
gene_0432,0.9215356444797989
gene_0433,4.461186331110885
gene_0434,6.435084511591924
gene_0435,8.004714104192056
gene_0436,5.14818956083955
gene_0437,8.257231091142584
gene_0438,2.2397970835702172
gene_0439,1.5932351212896907
gene_0440,4.888904602206763
gene_0441,5.768130897878614
gene_0442,4.934610503811814
gene_0443,0.8651157999202468
gene_0444,4.821759920974423
gene_0445,2.3910609989902936
gene_0446,6.339345097660077
gene_0447,5.733196492193697
gene_0448,3.1202404273452897
gene_0449,3.972266165326613
gene_0450,2.881572956222097
gene_0451,4.874641805453656
gene_0452,6.910284641002477
gene_0453,3.0285479073289125
gene_0454,6.008093031035688
gene_0455,3.9394847632551184
gene_0456,3.4142543354753117
gene_0457,4.785939280090885
gene_0458,2.929515355161252
gene_0459,3.892701389305636
gene_0460,2.604244214822303
gene_0461,8.929450265832779
gene_0462,5.070527103943458
gene_0463,3.6005489840148295
gene_0464,5.427959821468444
gene_0465,4.775343900618341
gene_0466,4.558060800933555
gene_0467,6.22833340008685
gene_0468,6.51501542009461
gene_0469,3.938997704778945
gene_0470,3.8483635187106398
gene_0471,4.449896605696712
gene_0472,0.39615767052883033
gene_0473,1.969617875602896
gene_0474,7.733748534889049
gene_0475,8.289935427002568
gene_0476,4.501927920887243
gene_0477,6.153113926111533
gene_0478,5.622500309087072
gene_0479,11.157761616910475
gene_0480,7.2391498228691535
gene_0481,4.744164817038467
gene_0482,3.0889191187991485
gene_0483,1.787107359484855
gene_0484,5.406927271734446
gene_0485,3.487298509431393
gene_0486,2.1554925808046517
gene_0487,3.7068542315149466
gene_0488,2.8369039927712096
gene_0489,8.37428327014513
gene_0490,6.763279513898901
gene_0491,4.9840547173667655
gene_0492,7.959888277780053
gene_0493,5.154736615295237
gene_0494,3.2774315973434724
gene_0495,8.046248154539315
gene_0496,6.077820087369317
gene_0497,2.925507691347087
gene_0498,4.619322643832784
gene_0499,3.248763493230485
gene_0500,2.2344005380713274
